ProfitRatio,CustomerName,Discount%,OrderKey,CustomerSegment,City,Region,State,Country,ShipmentMode,OrderDate,ShipDate,ProductName,Manafacturer,ProductSubcategory,ProductCategory,Profit,Qty,Sale
34,Raymond Messe,0,CA-2017-100965,Consumer,San Jose,West,California,United States,Standard Class,2017-07-07,2017-07-11,"Howard Miller 11-1/2"" Diameter Grantwood Wall Clock",Howard Miller,Furnishings,Furniture,73,5,216
-65,Sam Zeldin,60,CA-2016-154284,Home Office,Saint Charles,Central,Illinois,United States,Second Class,2016-12-21,2016-12-26,"Howard Miller 11-1/2"" Diameter Grantwood Wall Clock",Howard Miller,Furnishings,Furniture,-34,3,52
41,Anthony Jacobs,0,CA-2015-149020,Corporate,Springfield,South,Virginia,United States,Standard Class,2015-01-10,2015-01-15,"Howard Miller 11-1/2"" Diameter Ridgewood Wall Clock",Howard Miller,Furnishings,Furniture,21,1,52
41,Arianne Irving,0,CA-2017-158694,Consumer,Los Angeles,West,California,United States,Second Class,2017-11-10,2017-11-13,"Howard Miller 11-1/2"" Diameter Ridgewood Wall Clock",Howard Miller,Furnishings,Furniture,192,9,467
-48,Mick Crebagga,60,US-2016-129637,Consumer,Bloomington,Central,Illinois,United States,Standard Class,2016-12-17,2016-12-22,"Howard Miller 11-1/2"" Diameter Ridgewood Wall Clock",Howard Miller,Furnishings,Furniture,-20,2,42
41,Valerie Dominguez,0,CA-2016-113145,Consumer,New York City,East,New York,United States,Standard Class,2016-11-01,2016-11-05,"Howard Miller 11-1/2"" Diameter Ridgewood Wall Clock",Howard Miller,Furnishings,Furniture,106,5,260
41,Laura Armstrong,0,CA-2017-123806,Corporate,Baltimore,East,Maryland,United States,Second Class,2017-11-24,2017-11-27,"Howard Miller 11-1/2"" Diameter Ridgewood Wall Clock",Howard Miller,Furnishings,Furniture,85,4,208
41,Kalyca Meade,0,CA-2016-108665,Corporate,New York City,East,New York,United States,Standard Class,2016-07-06,2016-07-10,"Howard Miller 11-1/2"" Diameter Ridgewood Wall Clock",Howard Miller,Furnishings,Furniture,64,3,156
-45,Ellis Ballard,60,US-2015-102631,Corporate,Chicago,Central,Illinois,United States,Standard Class,2015-12-13,2015-12-17,Howard Miller 12-3/4 Diameter Accuwave DS  Wall Clock,Howard Miller,Furnishings,Furniture,-42,3,94
28,Stefanie Holloman,20,CA-2016-166975,Corporate,Jackson,South,Tennessee,United States,Standard Class,2016-11-26,2016-11-30,Howard Miller 12-3/4 Diameter Accuwave DS  Wall Clock,Howard Miller,Furnishings,Furniture,190,11,692
20,Deirdre Greer,20,US-2016-153500,Corporate,Philadelphia,East,Pennsylvania,United States,First Class,2016-07-03,2016-07-05,"Howard Miller 12"" Round Wall Clock",Howard Miller,Furnishings,Furniture,57,9,283
36,Adam Hart,0,CA-2018-118857,Corporate,Henderson,West,Nevada,United States,First Class,2018-04-15,2018-04-18,"Howard Miller 12"" Round Wall Clock",Howard Miller,Furnishings,Furniture,71,5,196
-50,Carol Darley,60,US-2018-119438,Consumer,Tyler,Central,Texas,United States,Standard Class,2018-03-18,2018-03-23,"Howard Miller 13-1/2"" Diameter Rosebrook Wall Clock",Howard Miller,Furnishings,Furniture,-41,3,83
25,Patrick Gardner,20,CA-2017-144344,Consumer,Boynton Beach,South,Florida,United States,Same Day,2017-10-28,2017-10-28,"Howard Miller 13-1/2"" Diameter Rosebrook Wall Clock",Howard Miller,Furnishings,Furniture,41,3,165
40,Trudy Schmidt,0,CA-2017-148684,Consumer,Fayetteville,South,Arkansas,United States,Standard Class,2017-12-25,2017-12-29,"Howard Miller 13-1/2"" Diameter Rosebrook Wall Clock",Howard Miller,Furnishings,Furniture,138,5,344
25,Dana Kaydos,20,CA-2018-108112,Consumer,Miramar,South,Florida,United States,Standard Class,2018-11-15,2018-11-20,"Howard Miller 13-1/2"" Diameter Rosebrook Wall Clock",Howard Miller,Furnishings,Furniture,55,4,220
40,Maya Herman,0,CA-2015-124702,Corporate,Seattle,West,Washington,United States,Standard Class,2015-11-18,2015-11-25,"Howard Miller 13-1/2"" Diameter Rosebrook Wall Clock",Howard Miller,Furnishings,Furniture,55,2,138
13,Tracy Blumstein,20,US-2016-150630,Consumer,Philadelphia,East,Pennsylvania,United States,Standard Class,2016-09-17,2016-09-21,"Howard Miller 13-3/4"" Diameter Brushed Chrome Round Wall Clock",Howard Miller,Furnishings,Furniture,16,3,124
13,Jonathan Doherty,20,CA-2017-110366,Corporate,Philadelphia,East,Pennsylvania,United States,Second Class,2017-09-05,2017-09-07,"Howard Miller 13-3/4"" Diameter Brushed Chrome Round Wall Clock",Howard Miller,Furnishings,Furniture,10,2,83
13,Clytie Kelty,20,CA-2016-142237,Consumer,Philadelphia,East,Pennsylvania,United States,First Class,2016-07-11,2016-07-13,"Howard Miller 13-3/4"" Diameter Brushed Chrome Round Wall Clock",Howard Miller,Furnishings,Furniture,36,7,290
30,Patrick Gardner,0,CA-2018-140186,Consumer,Bakersfield,West,California,United States,First Class,2018-09-29,2018-10-02,"Howard Miller 13-3/4"" Diameter Brushed Chrome Round Wall Clock",Howard Miller,Furnishings,Furniture,16,1,52
30,Philip Fox,0,CA-2018-118437,Consumer,Olympia,West,Washington,United States,Second Class,2018-06-17,2018-06-21,"Howard Miller 13-3/4"" Diameter Brushed Chrome Round Wall Clock",Howard Miller,Furnishings,Furniture,47,3,155
30,Janet Martin,0,CA-2017-167556,Consumer,New York City,East,New York,United States,Standard Class,2017-03-29,2017-04-02,"Howard Miller 13-3/4"" Diameter Brushed Chrome Round Wall Clock",Howard Miller,Furnishings,Furniture,124,8,414
30,Anemone Ratner,0,CA-2017-157588,Consumer,Columbus,South,Georgia,United States,Standard Class,2017-07-14,2017-07-19,"Howard Miller 13-3/4"" Diameter Brushed Chrome Round Wall Clock",Howard Miller,Furnishings,Furniture,16,1,52
30,Jeremy Lonsdale,0,CA-2018-156776,Consumer,Westminster,West,California,United States,Standard Class,2018-08-07,2018-08-11,"Howard Miller 13-3/4"" Diameter Brushed Chrome Round Wall Clock",Howard Miller,Furnishings,Furniture,16,1,52
-75,Tonja Turnell,60,US-2018-119816,Home Office,Houston,Central,Texas,United States,Second Class,2018-03-04,2018-03-06,"Howard Miller 13-3/4"" Diameter Brushed Chrome Round Wall Clock",Howard Miller,Furnishings,Furniture,-78,5,104
26,Kelly Lampkin,20,CA-2015-111451,Corporate,Colorado Springs,West,Colorado,United States,First Class,2015-12-26,2015-12-28,"Howard Miller 13"" Diameter Goldtone Round Wall Clock",Howard Miller,Furnishings,Furniture,79,8,300
41,Brian Moss,0,CA-2018-102519,Corporate,Milwaukee,Central,Wisconsin,United States,First Class,2018-11-27,2018-11-29,"Howard Miller 13"" Diameter Goldtone Round Wall Clock",Howard Miller,Furnishings,Furniture,19,1,47
26,Natalie Fritzler,20,CA-2016-147830,Consumer,Newark,East,Ohio,United States,First Class,2016-12-15,2016-12-18,"Howard Miller 13"" Diameter Goldtone Round Wall Clock",Howard Miller,Furnishings,Furniture,69,7,263
-48,Dave Brooks,60,CA-2018-107629,Consumer,Skokie,Central,Illinois,United States,Same Day,2018-12-14,2018-12-14,"Howard Miller 13"" Diameter Goldtone Round Wall Clock",Howard Miller,Furnishings,Furniture,-27,3,56
41,Christopher Conant,0,US-2018-155866,Consumer,New York City,East,New York,United States,Standard Class,2018-11-17,2018-11-21,"Howard Miller 13"" Diameter Goldtone Round Wall Clock",Howard Miller,Furnishings,Furniture,77,4,188
41,Paul Stevenson,0,US-2015-120740,Home Office,Los Angeles,West,California,United States,Same Day,2015-04-15,2015-04-15,"Howard Miller 13"" Diameter Goldtone Round Wall Clock",Howard Miller,Furnishings,Furniture,77,4,188
24,Kelly Collister,20,CA-2018-108910,Consumer,Newark,East,Ohio,United States,Standard Class,2018-09-24,2018-09-29,"Howard Miller 13"" Diameter Pewter Finish Round Wall Clock",Howard Miller,Furnishings,Furniture,24,3,103
24,Gary Hwang,20,CA-2016-144806,Consumer,Tucson,West,Arizona,United States,Standard Class,2016-12-06,2016-12-11,"Howard Miller 13"" Diameter Pewter Finish Round Wall Clock",Howard Miller,Furnishings,Furniture,49,6,206
24,Erin Ashbrook,20,CA-2015-114195,Corporate,Mason,East,Ohio,United States,First Class,2015-11-01,2015-11-03,"Howard Miller 13"" Diameter Pewter Finish Round Wall Clock",Howard Miller,Furnishings,Furniture,16,2,69
39,Stewart Carmichael,0,CA-2016-140144,Corporate,San Francisco,West,California,United States,Second Class,2016-06-20,2016-06-25,"Howard Miller 13"" Diameter Pewter Finish Round Wall Clock",Howard Miller,Furnishings,Furniture,100,6,258
39,Edward Hooks,0,CA-2017-158155,Corporate,New York City,East,New York,United States,Standard Class,2017-05-02,2017-05-06,"Howard Miller 13"" Diameter Pewter Finish Round Wall Clock",Howard Miller,Furnishings,Furniture,84,5,215
39,Tracy Hopkins,0,CA-2016-120810,Home Office,New York City,East,New York,United States,Standard Class,2016-07-23,2016-07-27,"Howard Miller 13"" Diameter Pewter Finish Round Wall Clock",Howard Miller,Furnishings,Furniture,50,3,129
24,Katherine Murray,20,CA-2018-135937,Home Office,Gilbert,West,Arizona,United States,Standard Class,2018-02-20,2018-02-27,"Howard Miller 13"" Diameter Pewter Finish Round Wall Clock",Howard Miller,Furnishings,Furniture,16,2,69
32,Sanjit Chand,0,CA-2017-126158,Consumer,Costa Mesa,West,California,United States,Standard Class,2017-07-25,2017-07-31,"Howard Miller 14-1/2"" Diameter Chrome Round Wall Clock",Howard Miller,Furnishings,Furniture,82,4,256
-70,Vivek Sundaresam,60,CA-2015-105417,Consumer,Huntsville,Central,Texas,United States,Standard Class,2015-01-07,2015-01-12,"Howard Miller 14-1/2"" Diameter Chrome Round Wall Clock",Howard Miller,Furnishings,Furniture,-54,3,77
32,Patrick O'Donnell,0,US-2017-152415,Consumer,Marlborough,East,Massachusetts,United States,Standard Class,2017-09-17,2017-09-22,"Howard Miller 14-1/2"" Diameter Chrome Round Wall Clock",Howard Miller,Furnishings,Furniture,61,3,192
32,Patrick Gardner,0,CA-2017-151561,Consumer,New York City,East,New York,United States,Standard Class,2017-09-01,2017-09-07,"Howard Miller 14-1/2"" Diameter Chrome Round Wall Clock",Howard Miller,Furnishings,Furniture,61,3,192
32,Roy Französisch,0,CA-2017-136686,Consumer,Pasadena,West,California,United States,Standard Class,2017-12-12,2017-12-16,"Howard Miller 14-1/2"" Diameter Chrome Round Wall Clock",Howard Miller,Furnishings,Furniture,123,6,384
15,Justin Ritter,20,CA-2018-143378,Corporate,Springfield,West,Oregon,United States,Standard Class,2018-09-19,2018-09-25,"Howard Miller 14-1/2"" Diameter Chrome Round Wall Clock",Howard Miller,Furnishings,Furniture,61,8,409
32,Adam Bellavance,0,US-2017-108637,Home Office,Waynesboro,South,Virginia,United States,Standard Class,2017-03-13,2017-03-18,"Howard Miller 14-1/2"" Diameter Chrome Round Wall Clock",Howard Miller,Furnishings,Furniture,41,2,128
39,James Galang,0,CA-2017-124772,Consumer,Murray,South,Kentucky,United States,First Class,2017-12-05,2017-12-06,"Howard Miller 16"" Diameter Gallery Wall Clock",Howard Miller,Furnishings,Furniture,75,3,192
39,Christina VanderZanden,0,CA-2017-123120,Consumer,New York City,East,New York,United States,Standard Class,2017-09-04,2017-09-08,"Howard Miller 16"" Diameter Gallery Wall Clock",Howard Miller,Furnishings,Furniture,25,1,64
-53,Thea Hudgings,60,CA-2017-125087,Corporate,Houston,Central,Texas,United States,Standard Class,2017-04-18,2017-04-23,"Howard Miller 16"" Diameter Gallery Wall Clock",Howard Miller,Furnishings,Furniture,-67,5,128
39,Beth Thompson,0,CA-2016-138002,Home Office,Seattle,West,Washington,United States,Standard Class,2016-09-06,2016-09-12,"Howard Miller 16"" Diameter Gallery Wall Clock",Howard Miller,Furnishings,Furniture,75,3,192
41,Scott Williamson,0,CA-2018-107874,Consumer,New York City,East,New York,United States,Standard Class,2018-11-21,2018-11-25,Howard Miller Distant Time Traveler Alarm Clock,Howard Miller,Furnishings,Furniture,11,1,27
-48,Sylvia Foulston,60,CA-2016-143077,Corporate,Houston,Central,Texas,United States,Standard Class,2016-09-17,2016-09-21,Howard Miller Distant Time Traveler Alarm Clock,Howard Miller,Furnishings,Furniture,-10,2,22
41,Bart Watters,0,CA-2017-101161,Corporate,New York City,East,New York,United States,Standard Class,2017-10-13,2017-10-20,Howard Miller Distant Time Traveler Alarm Clock,Howard Miller,Furnishings,Furniture,34,3,82
41,Kean Nguyen,0,CA-2018-155621,Corporate,Baltimore,East,Maryland,United States,Standard Class,2018-11-08,2018-11-13,Howard Miller Distant Time Traveler Alarm Clock,Howard Miller,Furnishings,Furniture,112,10,274
26,Mick Hernandez,20,CA-2018-144638,Home Office,Chester,East,Pennsylvania,United States,Standard Class,2018-03-10,2018-03-14,Howard Miller Distant Time Traveler Alarm Clock,Howard Miller,Furnishings,Furniture,12,2,44
41,Steve Carroll,0,CA-2017-113726,Home Office,Seattle,West,Washington,United States,Standard Class,2017-11-24,2017-12-01,Howard Miller Distant Time Traveler Alarm Clock,Howard Miller,Furnishings,Furniture,34,3,82
32,Sanjit Engle,0,CA-2017-158841,Consumer,Arlington,South,Virginia,United States,Second Class,2017-02-02,2017-02-04,"HP Designjet T520 Inkjet Large Format Printer - 24"" Color",Hewlett-Packard,Machines,Technology,"2,800",5,"8,750"
32,Tom Boeckenhauer,0,CA-2015-145541,Consumer,New York City,East,New York,United States,Standard Class,2015-12-14,2015-12-21,"HP Designjet T520 Inkjet Large Format Printer - 24"" Color",Hewlett-Packard,Machines,Technology,"2,240",4,"7,000"
-36,John Lee,50,CA-2015-127299,Consumer,Charlotte,South,North Carolina,United States,Standard Class,2015-09-19,2015-09-24,"HP Designjet T520 Inkjet Large Format Printer - 24"" Color",Hewlett-Packard,Machines,Technology,-945,3,"2,625"
35,Sean Christensen,20,CA-2018-146920,Consumer,Chicago,Central,Illinois,United States,Standard Class,2018-08-28,2018-09-01,HP Office Paper (20Lb. and 87 Bright),HP,Paper,Office Supplies,9,5,27
48,Jonathan Doherty,0,CA-2017-157161,Corporate,Columbia,South,South Carolina,United States,Second Class,2017-07-16,2017-07-20,HP Office Paper (20Lb. and 87 Bright),HP,Paper,Office Supplies,29,9,60
49,Michael Nguyen,0,CA-2018-123659,Consumer,Clinton,East,Maryland,United States,First Class,2018-02-10,2018-02-13,HP Office Recycled Paper (20Lb. and 87 Bright),HP,Paper,Office Supplies,11,4,23
49,Tamara Manning,0,CA-2016-102016,Consumer,Auburn,East,New York,United States,Standard Class,2016-09-12,2016-09-18,HP Office Recycled Paper (20Lb. and 87 Bright),HP,Paper,Office Supplies,14,5,29
49,Mike Kennedy,0,US-2017-108455,Consumer,San Francisco,West,California,United States,Standard Class,2017-12-02,2017-12-08,HP Office Recycled Paper (20Lb. and 87 Bright),HP,Paper,Office Supplies,20,7,40
36,Alice McCarthy,20,CA-2018-161340,Corporate,Cleveland,East,Ohio,United States,Standard Class,2018-05-28,2018-06-01,HP Office Recycled Paper (20Lb. and 87 Bright),HP,Paper,Office Supplies,5,3,14
16,Bill Overfelt,20,CA-2018-128076,Corporate,San Diego,West,California,United States,Standard Class,2018-02-02,2018-02-07,"HP Officejet Pro 8600 e-All-In-One Printer, Copier, Scanner, Fax",HP,Machines,Technology,39,2,240
4,Stephanie Ulpright,30,CA-2018-157966,Home Office,Chicago,Central,Illinois,United States,Same Day,2018-03-13,2018-03-13,"HP Officejet Pro 8600 e-All-In-One Printer, Copier, Scanner, Fax",HP,Machines,Technology,9,2,210
25,Robert Marley,0,CA-2015-158274,Home Office,Monroe,South,Louisiana,United States,Second Class,2015-11-19,2015-11-24,HP Standard 104 key PS/2 Keyboard,HP,Accessories,Technology,7,2,29
25,Rob Haberlin,0,CA-2017-101378,Consumer,Huntsville,South,Alabama,United States,Same Day,2017-07-14,2017-07-14,HP Standard 104 key PS/2 Keyboard,HP,Accessories,Technology,7,2,29
25,Eva Jacobs,0,US-2018-110989,Consumer,Seattle,West,Washington,United States,Second Class,2018-11-03,2018-11-05,HP Standard 104 key PS/2 Keyboard,HP,Accessories,Technology,11,3,44
6,Kunst Miller,20,US-2016-106873,Consumer,Avondale,West,Arizona,United States,Second Class,2016-09-24,2016-09-29,HP Standard 104 key PS/2 Keyboard,HP,Accessories,Technology,1,2,23
6,Mitch Webber,20,CA-2016-164336,Consumer,Philadelphia,East,Pennsylvania,United States,Standard Class,2016-07-05,2016-07-10,HP Standard 104 key PS/2 Keyboard,HP,Accessories,Technology,2,3,35
25,Marina Lichtenstein,0,CA-2017-137673,Corporate,San Diego,West,California,United States,Standard Class,2017-09-05,2017-09-10,HP Standard 104 key PS/2 Keyboard,HP,Accessories,Technology,29,8,116
11,Doug Jacobs,20,CA-2016-123232,Consumer,Portland,West,Oregon,United States,Second Class,2016-12-14,2016-12-16,HTC One,HTC,Phones,Technology,36,4,320
11,Arianne Irving,20,CA-2015-102330,Consumer,Brentwood,West,California,United States,Standard Class,2015-12-29,2016-01-03,HTC One,HTC,Phones,Technology,36,4,320
11,Matt Connell,20,CA-2016-145394,Corporate,Chicago,Central,Illinois,United States,Standard Class,2016-11-16,2016-11-20,HTC One,HTC,Phones,Technology,27,3,240
11,Thomas Seio,20,CA-2018-119284,Corporate,Nashville,South,Tennessee,United States,Standard Class,2018-06-15,2018-06-20,HTC One,HTC,Phones,Technology,27,3,240
10,Henry MacAllister,20,CA-2016-129917,Consumer,Los Angeles,West,California,United States,First Class,2016-10-02,2016-10-03,HTC One Mini,HTC,Phones,Technology,50,5,504
10,Sam Craven,20,CA-2015-166863,Consumer,Plano,Central,Texas,United States,Standard Class,2015-06-20,2015-06-24,HTC One Mini,HTC,Phones,Technology,20,2,202
28,Giulietta Baptist,0,CA-2016-158421,Consumer,Columbia,South,South Carolina,United States,Standard Class,2016-09-21,2016-09-26,HTC One Mini,HTC,Phones,Technology,176,5,630
10,John Castell,20,CA-2017-118626,Consumer,Tallahassee,South,Florida,United States,Standard Class,2017-08-15,2017-08-20,HTC One Mini,HTC,Phones,Technology,71,7,706
10,Brendan Sweed,20,CA-2015-106376,Corporate,Gilbert,West,Arizona,United States,Standard Class,2015-12-05,2015-12-10,"Hunt BOSTON Model 1606 High-Volume Electric Pencil Sharpener, Beige",Hunt,Art,Office Supplies,111,8,"1,113"
26,Justin MacKendrick,0,CA-2015-160094,Consumer,Louisville,South,Kentucky,United States,First Class,2015-04-30,2015-05-02,Hunt Boston Vacuum Mount KS Pencil Sharpener,Hunt,Art,Office Supplies,45,5,175
8,Denny Ordway,20,CA-2015-108903,Consumer,Columbus,East,Ohio,United States,Same Day,2015-10-03,2015-10-03,Hunt Boston Vacuum Mount KS Pencil Sharpener,Hunt,Art,Office Supplies,4,2,56
8,Dave Kipp,20,CA-2018-100622,Consumer,Orlando,South,Florida,United States,Standard Class,2018-11-03,2018-11-07,Hunt Boston Vacuum Mount KS Pencil Sharpener,Hunt,Art,Office Supplies,4,2,56
26,Cathy Prescott,0,US-2018-167402,Corporate,Springfield,Central,Missouri,United States,Second Class,2018-01-13,2018-01-18,Hunt Boston Vacuum Mount KS Pencil Sharpener,Hunt,Art,Office Supplies,55,6,210
26,Harold Engle,0,CA-2018-140480,Corporate,Newark,East,Delaware,United States,Standard Class,2018-07-08,2018-07-12,Hunt Boston Vacuum Mount KS Pencil Sharpener,Hunt,Art,Office Supplies,45,5,175
27,Resi Pölking,0,CA-2015-120474,Consumer,Madison,Central,Wisconsin,United States,First Class,2015-12-01,2015-12-03,"Hunt BOSTON Vista Battery-Operated Pencil Sharpener, Black",Hunt,Art,Office Supplies,13,4,47
9,Dan Campbell,20,CA-2017-130911,Consumer,Cleveland,East,Ohio,United States,Second Class,2017-03-24,2017-03-26,"Hunt BOSTON Vista Battery-Operated Pencil Sharpener, Black",Hunt,Art,Office Supplies,2,2,19
